time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-11 11:7:52.402	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.148	-0.977	-0.488	0.000	-83.24	-2.65	141.61	4.900	15.876	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.402	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.019	0.148	-0.854	-0.488	0.000	-83.24	-2.65	141.61	4.900	15.876	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.439	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.019	0.148	-0.793	-0.488	0.000	-83.24	-2.65	141.61	4.900	15.876	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.439	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.019	0.147	-0.671	-0.488	0.000	-83.23	-2.65	141.62	4.900	15.876	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.465	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.019	0.148	-0.549	-0.549	0.000	-83.23	-2.65	141.61	4.900	15.876	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.465	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.019	0.147	-0.549	-0.488	0.000	-83.22	-2.65	141.61	4.900	15.876	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.523	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.148	-0.427	-0.488	0.000	-83.21	-2.65	141.61	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.524	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.148	-0.366	-0.549	0.000	-83.20	-2.65	141.61	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.552	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.148	-0.305	-0.549	0.000	-83.19	-2.65	141.60	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.552	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.148	-0.305	-0.549	0.000	-83.18	-2.65	141.60	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.583	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.019	0.148	-0.305	-0.549	0.000	-83.17	-2.65	141.60	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.583	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.366	-0.488	0.000	-83.16	-2.65	141.60	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.646	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.019	0.149	-0.305	-0.488	0.000	-83.15	-2.65	141.60	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.646	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.366	-0.488	0.000	-83.14	-2.65	141.59	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.675	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.366	-0.488	0.000	-83.13	-2.65	141.59	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.675	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.019	0.149	-0.488	-0.549	0.000	-83.12	-2.65	141.58	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.705	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.488	-0.488	0.000	-83.11	-2.65	141.58	4.998	15.778	-9.408	0.26025	-0.20200	-0.63266	0.70078	26.1	13111	100
2025-5-11 11:7:52.705	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.018	0.148	-0.549	-0.488	0.000	-83.11	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
2025-5-11 11:7:52.793	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.671	-0.488	0.000	-83.10	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
2025-5-11 11:7:52.793	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.732	-0.488	0.000	-83.10	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
2025-5-11 11:7:52.795	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.018	0.149	-0.793	-0.488	0.000	-83.10	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
2025-5-11 11:7:52.795	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.148	-0.854	-0.488	0.000	-83.10	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
2025-5-11 11:7:52.853	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.018	0.149	-0.977	-0.427	0.000	-83.10	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
2025-5-11 11:7:52.853	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.018	0.149	-1.038	-0.427	0.000	-83.10	-2.65	141.58	4.998	15.778	-9.408	0.26062	-0.20184	-0.63190	0.70139	26.1	13111	100
