time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-11 11:12:2.319	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.086	-2.625	-0.366	-0.244	-86.80	-2.49	129.35	6.958	19.110	-7.840	0.32504	-0.27982	-0.62720	0.65005	24.3	13111	100
2025-5-11 11:12:2.319	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.023	0.084	-2.625	-0.427	-0.244	-86.84	-2.49	129.35	6.958	19.110	-7.840	0.32504	-0.27982	-0.62720	0.65005	24.3	13111	100
2025-5-11 11:12:2.382	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.027	0.084	-2.869	-0.366	-0.244	-86.87	-2.49	129.34	6.958	19.110	-7.840	0.32504	-0.27982	-0.62720	0.65005	24.3	13111	100
2025-5-11 11:12:2.382	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.084	-2.808	-0.366	-0.305	-86.91	-2.49	129.34	6.958	19.110	-7.840	0.32504	-0.27982	-0.62720	0.65005	24.3	13111	100
2025-5-11 11:12:2.413	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.083	-2.686	-0.366	-0.183	-86.95	-2.50	129.33	6.958	19.110	-7.840	0.32504	-0.27982	-0.62720	0.65005	24.3	13111	100
2025-5-11 11:12:2.414	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.025	0.083	-2.502	-0.366	-0.244	-86.97	-2.50	129.33	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.441	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.083	-2.136	-0.366	-0.305	-87.00	-2.50	129.33	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.442	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.083	-1.831	-0.366	-0.244	-87.02	-2.50	129.33	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.500	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.025	0.084	-1.648	-0.366	-0.183	-87.03	-2.51	129.33	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.500	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.083	-1.404	-0.366	-0.183	-87.04	-2.51	129.33	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.531	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.083	-1.282	-0.366	-0.244	-87.05	-2.51	129.33	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.532	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.084	-1.099	-0.366	-0.183	-87.06	-2.52	129.32	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.561	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.026	0.083	-0.977	-0.366	-0.244	-87.06	-2.52	129.31	6.958	19.110	-7.840	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.562	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.084	-0.854	-0.366	-0.183	-87.05	-2.52	129.31	6.860	19.306	-7.644	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.619	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.084	-0.671	-0.366	-0.183	-87.04	-2.52	129.30	6.860	19.306	-7.644	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
2025-5-11 11:12:2.619	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.083	-0.427	-0.366	-0.183	-87.04	-2.52	129.29	6.860	19.306	-7.644	0.32391	-0.28012	-0.62872	0.64902	24.3	13111	100
