time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-11 11:9:57.238	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-1.282	-0.488	0.000	-86.51	-2.32	133.27	5.978	17.934	-7.742	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.238	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-1.221	-0.488	0.000	-86.52	-2.32	133.28	5.978	17.934	-7.742	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.266	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-1.160	-0.549	0.000	-86.52	-2.32	133.29	5.978	17.934	-7.742	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.266	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.023	0.090	-1.160	-0.549	0.000	-86.53	-2.32	133.29	5.978	17.934	-7.742	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.298	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-1.221	-0.610	0.000	-86.53	-2.32	133.28	5.978	17.934	-7.742	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.298	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-1.221	-0.610	0.000	-86.54	-2.32	133.28	5.978	17.934	-7.742	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.356	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-1.221	-0.610	0.000	-86.54	-2.32	133.28	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.356	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.025	0.090	-1.160	-0.671	0.000	-86.55	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.385	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.023	0.091	-1.160	-0.671	0.000	-86.56	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.385	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.023	0.090	-1.160	-0.671	0.000	-86.56	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.416	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.023	0.089	-1.099	-0.671	0.000	-86.56	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.416	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-1.099	-0.671	0.000	-86.57	-2.32	133.28	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.475	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.023	0.090	-0.977	-0.671	0.000	-86.57	-2.32	133.28	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.475	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-0.916	-0.671	0.000	-86.57	-2.32	133.28	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.506	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-0.793	-0.732	0.000	-86.56	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.506	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.089	-0.671	-0.732	0.000	-86.56	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.537	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.671	-0.671	0.000	-86.56	-2.32	133.29	5.978	18.032	-7.840	0.30161	-0.25812	-0.63458	0.66299	26.2	13111	100
2025-5-11 11:9:57.537	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.732	-0.732	0.000	-86.55	-2.32	133.29	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.595	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-0.793	-0.671	0.000	-86.54	-2.32	133.30	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.595	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.023	0.090	-0.732	-0.671	0.000	-86.54	-2.32	133.30	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.640	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-0.732	-0.671	0.000	-86.54	-2.32	133.31	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.640	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.671	-0.671	0.000	-86.53	-2.32	133.31	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.655	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.091	-0.610	-0.671	0.000	-86.53	-2.32	133.32	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.655	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.610	-0.610	0.000	-86.52	-2.32	133.32	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.717	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.671	-0.610	0.000	-86.52	-2.32	133.32	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.717	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.025	0.091	-0.732	-0.610	0.000	-86.51	-2.32	133.32	5.978	18.032	-7.840	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.745	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.854	-0.549	0.000	-86.51	-2.32	133.32	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.745	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-0.854	-0.549	0.000	-86.51	-2.32	133.32	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.805	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.091	-0.854	-0.549	0.000	-86.51	-2.32	133.31	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.806	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.025	0.091	-0.916	-0.488	0.000	-86.51	-2.32	133.31	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.838	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.091	-0.977	-0.488	0.000	-86.51	-2.32	133.31	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.838	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.023	0.092	-1.099	-0.488	0.000	-86.51	-2.32	133.30	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.865	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.091	-1.221	-0.488	0.000	-86.52	-2.32	133.30	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.865	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.091	-1.282	-0.427	0.000	-86.52	-2.32	133.30	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.896	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.090	-1.343	-0.427	0.000	-86.53	-2.32	133.30	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.896	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.023	0.091	-1.343	-0.427	0.000	-86.54	-2.32	133.30	5.978	17.836	-7.742	0.30130	-0.25809	-0.63504	0.66272	26.2	13111	100
2025-5-11 11:9:57.956	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.022	0.090	-1.282	-0.366	0.000	-86.54	-2.32	133.30	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:57.957	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.021	0.089	-1.160	-0.366	0.000	-86.55	-2.32	133.30	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:57.987	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.089	-0.977	-0.366	0.000	-86.55	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:57.987	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.025	0.090	-0.854	-0.305	0.000	-86.55	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.16	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.023	0.089	-0.732	-0.305	0.000	-86.54	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.16	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.090	-0.488	-0.244	0.000	-86.54	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.75	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.027	0.091	-0.488	-0.244	0.000	-86.53	-2.32	133.30	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.75	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.026	0.092	-0.671	-0.244	0.000	-86.52	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.107	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.023	0.091	-0.977	-0.244	0.000	-86.52	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.107	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.024	0.092	-1.282	-0.244	0.000	-86.52	-2.32	133.29	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.165	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.091	-1.404	-0.244	0.000	-86.53	-2.32	133.28	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.165	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.025	0.089	-1.343	-0.244	0.000	-86.53	-2.32	133.28	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.195	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.024	0.088	-1.099	-0.244	0.000	-86.54	-2.32	133.27	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.195	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.017	0.089	-0.732	-0.183	0.000	-86.54	-2.32	133.26	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
2025-5-11 11:9:58.255	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.030	0.088	-0.549	-0.244	-0.305	-86.54	-2.32	133.26	5.978	17.836	-7.742	0.30127	-0.25803	-0.63507	0.66275	26.2	13111	100
