time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-10 11:5:59.835	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.072	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.835	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.072	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.865	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.072	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.865	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.072	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.927	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.072	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.928	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.072	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.959	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.071	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50690	-0.53290	-0.50134	0.45566	23.9	13111	100
2025-5-10 11:5:59.959	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.028	-0.071	0.000	0.000	0.000	-94.05	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:5:59.991	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.072	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:5:59.991	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.072	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.45	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.072	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.45	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.071	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.88	WTBenchPress#5(CEA7A127C8E8)	0.024	-1.025	-0.072	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.88	WTBenchPress#5(CEA7A127C8E8)	0.024	-1.027	-0.073	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.107	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.029	-0.074	0.000	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.107	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.029	-0.073	0.366	0.000	0.000	-94.04	-1.30	85.29	10.976	44.884	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.166	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.070	0.305	0.000	0.000	-94.03	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.166	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.024	-0.070	-0.610	0.000	0.000	-94.03	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.196	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.025	-0.073	-0.793	0.000	0.000	-94.05	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.196	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.074	-0.488	0.000	0.000	-94.06	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.257	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.029	-0.075	0.000	0.000	0.000	-94.06	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.257	WTBenchPress#5(CEA7A127C8E8)	0.022	-1.025	-0.075	0.610	0.000	0.000	-94.06	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.286	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.072	1.038	0.000	0.000	-94.05	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.286	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.025	-0.070	0.854	0.000	0.000	-94.03	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.318	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.069	0.305	0.000	0.000	-94.02	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.318	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.024	-0.068	-0.305	0.000	0.000	-94.01	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.348	WTBenchPress#5(CEA7A127C8E8)	0.022	-1.028	-0.071	-0.916	0.000	0.000	-94.02	-1.30	85.29	10.878	44.786	4.116	0.50696	-0.53287	-0.50128	0.45569	23.9	13111	100
2025-5-10 11:6:0.348	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.025	-0.073	-0.854	0.000	0.000	-94.04	-1.30	85.29	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.406	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.076	-0.366	0.000	0.000	-94.05	-1.30	85.29	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.406	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.024	-0.076	0.488	0.000	0.000	-94.05	-1.30	85.29	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.435	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.074	1.221	0.000	0.000	-94.04	-1.30	85.29	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.436	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.071	1.404	0.000	0.000	-94.02	-1.30	85.29	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.466	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.068	0.977	0.000	0.000	-93.99	-1.30	85.30	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.466	WTBenchPress#5(CEA7A127C8E8)	0.022	-1.027	-0.066	0.061	0.000	0.000	-93.98	-1.30	85.30	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.528	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.026	-0.070	-0.671	0.000	0.000	-93.98	-1.30	85.30	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.528	WTBenchPress#5(CEA7A127C8E8)	0.022	-1.028	-0.072	-0.854	0.000	0.000	-93.99	-1.30	85.31	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.559	WTBenchPress#5(CEA7A127C8E8)	0.022	-1.023	-0.075	-0.549	0.000	0.000	-94.01	-1.30	85.31	10.878	44.786	4.116	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.559	WTBenchPress#5(CEA7A127C8E8)	0.024	-1.028	-0.076	0.122	0.000	0.000	-94.02	-1.30	85.31	10.780	44.884	4.018	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.616	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.027	-0.074	0.793	0.000	0.000	-94.01	-1.30	85.33	10.780	44.884	4.018	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.616	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.029	-0.073	0.977	0.000	0.000	-93.99	-1.29	85.33	10.780	44.884	4.018	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.646	WTBenchPress#5(CEA7A127C8E8)	0.023	-1.023	-0.070	0.854	0.000	0.000	-93.97	-1.29	85.33	10.780	44.884	4.018	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
2025-5-10 11:6:0.646	WTBenchPress#5(CEA7A127C8E8)	0.024	-1.026	-0.069	0.305	0.000	0.000	-93.96	-1.29	85.33	10.780	44.884	4.018	0.50702	-0.53284	-0.50125	0.45569	23.9	13111	100
