time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-11 11:8:24.295	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.124	-0.793	-0.488	0.000	-84.73	-2.48	139.61	5.194	16.268	-8.918	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.295	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.021	0.123	-0.610	-0.488	0.000	-84.72	-2.48	139.60	5.194	16.268	-8.918	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.335	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.123	-0.305	-0.488	0.000	-84.71	-2.48	139.59	5.194	16.268	-8.918	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.335	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.123	-0.122	-0.488	0.000	-84.70	-2.48	139.59	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.384	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.021	0.123	0.122	-0.488	0.000	-84.68	-2.48	139.58	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.384	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.020	0.124	0.305	-0.488	0.000	-84.65	-2.48	139.58	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.413	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.021	0.124	0.488	-0.488	0.000	-84.62	-2.48	139.57	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.413	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.124	0.610	-0.488	0.000	-84.59	-2.48	139.56	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.450	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.125	0.671	-0.488	0.000	-84.56	-2.48	139.56	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.450	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.125	0.610	-0.488	0.000	-84.53	-2.48	139.56	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.504	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.020	0.125	0.549	-0.488	0.000	-84.51	-2.48	139.57	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.504	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.020	0.125	0.549	-0.488	0.000	-84.47	-2.48	139.57	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.533	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.125	0.488	-0.427	0.000	-84.45	-2.48	139.57	5.194	16.366	-8.624	0.26852	-0.21707	-0.63736	0.68878	26.7	13111	100
2025-5-11 11:8:24.534	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.125	0.488	-0.427	0.000	-84.42	-2.48	139.57	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
2025-5-11 11:8:24.593	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.021	0.125	0.427	-0.488	0.000	-84.40	-2.48	139.58	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
2025-5-11 11:8:24.594	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.020	0.125	0.366	-0.488	0.000	-84.38	-2.48	139.58	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
2025-5-11 11:8:24.623	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.020	0.125	0.305	-0.488	0.000	-84.35	-2.48	139.58	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
2025-5-11 11:8:24.623	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.021	0.126	0.183	-0.488	0.000	-84.34	-2.48	139.58	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
2025-5-11 11:8:24.653	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.021	0.125	-0.061	-0.488	0.000	-84.32	-2.48	139.58	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
2025-5-11 11:8:24.653	WTBenchPress#5(CEA7A127C8E8)	0.041	-1.021	0.126	-0.244	-0.488	0.000	-84.31	-2.48	139.59	5.194	16.366	-8.624	0.26947	-0.21698	-0.63580	0.68988	26.7	13111	100
