time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-11 12:0:39.450	WTBenchPress#5(CEA7A127C8E8)	0.047	-1.001	0.218	3.601	4.761	-0.488	-77.20	-2.11	155.93	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.450	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.002	0.213	7.813	3.784	-0.244	-77.06	-2.11	155.80	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.540	WTBenchPress#5(CEA7A127C8E8)	0.044	-1.004	0.223	8.118	3.418	-0.061	-76.91	-2.10	155.68	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.540	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.006	0.255	-1.892	2.625	-0.549	-76.90	-2.10	155.57	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.570	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.006	0.213	-12.024	2.686	-1.465	-77.10	-2.12	155.46	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.570	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.000	0.221	-7.446	2.563	-0.916	-77.27	-2.14	155.35	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.570	WTBenchPress#5(CEA7A127C8E8)	0.044	-1.000	0.211	-7.385	2.319	-0.854	-77.42	-2.15	155.25	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.571	WTBenchPress#5(CEA7A127C8E8)	0.046	-1.003	0.208	-6.592	2.136	-0.977	-77.56	-2.16	155.15	3.136	17.542	-11.270	0.16556	-0.10797	-0.61087	0.76660	29.6	13111	100
2025-5-11 12:0:39.599	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.006	0.198	-3.662	2.075	-0.916	-77.65	-2.18	155.07	3.136	17.542	-11.270	0.17990	-0.12094	-0.61517	0.75793	29.6	13111	100
2025-5-11 12:0:39.599	WTBenchPress#5(CEA7A127C8E8)	0.045	-1.006	0.201	0.122	2.075	-0.732	-77.65	-2.18	154.98	3.136	17.542	-11.270	0.17990	-0.12094	-0.61517	0.75793	29.6	13111	100
2025-5-11 12:0:39.629	WTBenchPress#5(CEA7A127C8E8)	0.043	-1.009	0.208	3.723	2.136	-0.366	-77.57	-2.19	154.90	3.136	17.542	-11.270	0.17990	-0.12094	-0.61517	0.75793	29.6	13111	100
2025-5-11 12:0:39.629	WTBenchPress#5(CEA7A127C8E8)	0.042	-1.008	0.215	5.371	2.136	-0.122	-77.48	-2.18	154.82	3.136	17.542	-11.270	0.17990	-0.12094	-0.61517	0.75793	29.6	13111	100
2025-5-11 12:0:39.719	WTBenchPress#5(CEA7A127C8E8)	0.040	-1.003	0.222	5.249	2.075	0.000	-77.37	-2.18	154.74	3.136	17.542	-11.270	0.17990	-0.12094	-0.61517	0.75793	29.6	13111	100
